id,name,department,salary
733,Chris Fisher,Operations,147265.34
734,Laura Campbell,Operations,66519.83
735,Brian Rivera,Research,123512.96
736,Kevin Bender,Research,94745.52
737,Anthony Robinson,Support,74540.82
738,Chad Green,Research,49815.91
739,Marie Lewis,HR,115640.60
740,Sabrina Harrison,Operations,40057.58
741,Jesse Watkins,Sales,53110.92
742,Christina Evans,Support,68125.26
743,Mary Hinton,HR,120597.30
744,Erin Carlson,Marketing,108070.29
745,Ryan Alvarado,IT,63047.25
746,Jason Jones,Sales,64489.72
747,Alexandra Garcia,Finance,140524.15
748,Kimberly Rasmussen,Support,100990.52
749,Jeffrey Maldonado,Finance,60720.89
750,Michael Alvarez,Operations,126828.19
751,Jessica Burns,Sales,118065.33
752,Miguel Gray,Finance,144786.86
753,Joseph Dyer,Finance,47229.55
754,Paul Anderson,Operations,34647.25
755,Ann Hardy,Sales,61026.70
756,Holly Wilson,IT,95098.67
757,Mike Wood,Sales,137262.19
758,Brittney Cooke,HR,127083.48
759,Sherry Smith,Finance,65191.03
760,Megan Gibson,IT,84734.96
761,Elizabeth Mitchell,Research,68430.88
762,Bryan Cooper,Sales,55198.42
763,Christina Anderson,Support,31709.33
764,Robert Snow,Research,131206.25
765,Jared Cooper DVM,IT,74065.40
766,Jennifer Barrera,Research,146545.46
767,Heather Martinez,Sales,57270.43
768,Ethan House,IT,32052.04
769,Rachel Abbott,Support,46055.16
770,Scott Nelson,Operations,94443.10
771,David Mccullough,HR,118882.68
772,Heather Fuentes,Sales,109065.00
773,David Garcia,HR,131826.96
774,Christine Reeves,Operations,133409.25
775,Travis Jackson,Support,137516.96
776,Christopher Ellis,Research,109280.75
777,Allison Knight,Finance,108379.20
778,Timothy Banks,HR,113973.60
779,Emily Hart,HR,133460.76
780,Mr. Jason Rodriguez,IT,68210.52
781,Brian Villa,Finance,50627.76
782,Peter Adams,Support,46676.28
783,Lindsay Davis,HR,113748.34
784,Heidi Barrett,HR,140212.76
785,Casey Watkins,HR,145362.93
786,Amy Zamora,Research,56905.37
787,Lisa Cooper,Research,110301.91
788,Catherine Perez,Operations,113047.64
789,Julia Smith,Operations,124891.11
790,Cynthia Wood,Operations,112912.68
791,Hannah Wright,Marketing,136206.52
792,Sandra Ramos,Marketing,92403.83
793,Madison Hooper,Operations,107841.96
794,Bryan Alvarez,Support,66802.34
795,Shelley Lopez,HR,105041.55
796,Elizabeth Barton,Marketing,67173.49
797,Christopher Spears,IT,59413.72
798,Ashley Cox,IT,143317.30
799,Valerie Paul,Finance,109431.28
800,Shane Stewart,Finance,118820.59
801,Amy Madden,Operations,109032.36
802,Troy Berry,Finance,31035.61
803,Brianna Campbell,Support,49862.84
804,Denise Bowman,Sales,117889.63
805,Natasha Huynh MD,HR,50371.74
806,Stacey George,Research,123073.45
807,Preston Shepard,IT,82479.28
808,Gabriel Mckinney,Support,88424.98
809,Michael Miller,Finance,96472.79
810,Jerry Davies,Sales,107453.06
811,Michael Martin,Support,115917.07
812,Courtney Ellis,Finance,121293.61
813,Randy Hutchinson,Operations,84777.97
814,Michelle Gaines,HR,49131.55
815,Chelsey Mora,Finance,104315.84
816,James Calhoun,Support,145474.00
817,Kenneth Clark,Finance,95016.88
818,Dana Barnett,Support,130875.23
819,Debbie May MD,Sales,120607.83
820,Angela Strickland,Sales,67997.45
821,Tiffany Le,Operations,66091.98
822,Lisa Blake,Support,97264.10
823,Thomas Freeman,Research,120328.01
824,Kristopher Jordan,Operations,123535.59
825,Isaac Chase,IT,149807.50
826,Linda Santana,Sales,87052.68
827,Heather Valentine,Marketing,143606.76
828,Thomas Morton,HR,75489.60
829,Michael Bishop,HR,86999.99
830,Dylan Hernandez,Finance,84524.38
831,Julie Miles,Finance,40543.49
832,Brian Porter,HR,141683.89
833,Cheryl Hensley,Operations,118513.85
834,Eddie Smith,Finance,109045.32
835,Raymond Sawyer,Operations,123828.74
836,Kelly Sosa,HR,134192.27
837,Christopher Freeman,Support,111836.47
838,Cheryl Chandler,Support,118704.78
839,Mark Long,Sales,118699.20
840,Carlos Martin,Operations,35286.77
841,Jennifer Knight,Sales,123386.04
842,Amanda Reyes,Operations,103628.17
843,Amber Love,Operations,118825.58
844,Frederick Elliott,Sales,98238.80
845,Julian Greer,Support,142136.10
846,David Torres,Finance,90363.17
847,Paul Barnes,Sales,79296.66
848,Rachel Saunders,IT,41145.22
849,Danielle Wilson,HR,107824.51
850,Lisa Rogers,Operations,69117.06
851,Steven Sullivan,Sales,54742.05
852,Jason Smith,Sales,72971.04
853,Adam Baldwin,Operations,33156.90
854,Daniel Tucker,Sales,49658.97
855,Jeffery Powell,Research,48532.70
856,Sean Ortiz,Sales,126789.85
857,Elijah Hobbs,IT,144099.88
858,Diane Barnes,IT,123220.20
859,Elizabeth Melton,IT,68662.30
860,Julie Cooper,Sales,128939.55
861,Zachary White,Support,54952.36
862,William Jensen,Finance,124786.18
863,Theodore Leonard,HR,43316.71
864,Brandon Johnson,Marketing,72079.05
865,Sean Gentry,Operations,56772.78
866,Cory Moore,Research,111759.64
867,Melissa Morton,Marketing,147069.36
868,Tracey Taylor,Sales,89148.00
869,Shane Robertson,Finance,88131.43
870,William White,IT,31389.47
871,James Ross,Research,105642.38
872,Alexandra Castro,Support,72447.32
873,Robert Travis,HR,71745.03
874,Dustin Moreno,Sales,86891.90
875,Laura Cruz,Finance,131322.00
876,Michael Smith,Support,111819.58
877,Adam Dillon,Research,44422.03
878,Robert Pena,Finance,128517.33
879,Daniel Landry,Finance,77041.92
880,Sharon Harper,Sales,37267.69
881,Emily Johnston,Marketing,110271.36
882,Austin Keith,Marketing,100498.61
883,Marco Acosta,Operations,131660.78
884,Kyle Day,Operations,44511.25
885,William Adams,Support,117355.20
886,Kendra Carr,Sales,37975.95
887,John Young,Research,72449.18
888,Sandra Williams,Support,111861.00
889,Connie Dorsey,Operations,72941.91
890,Timothy Norman,Finance,139905.53
891,Lisa Burgess,Finance,108014.50
892,Michele Hughes,Support,41551.38
893,Oscar Shelton,HR,62598.20
894,Angelica Long,Marketing,58305.53
895,Donna Martinez,Marketing,123790.18
896,Kenneth Bell,Finance,44867.58
897,Megan Cole,Operations,123911.29
898,Henry Chen,Research,99531.90
899,Sarah Fisher,HR,149881.28
900,Ashley Skinner,Finance,41444.72
901,Daniel Flynn,Support,36421.64
902,Mr. Joseph Gates,HR,31164.42
903,Jeremy Ferguson,Research,105585.23
904,Veronica Green,Operations,133620.30
905,Mark Klein,Research,37722.97
906,Jonathan Cline,IT,33680.52
907,Miguel Robinson,Operations,75506.05
908,Amber Gross,Finance,51239.40
909,Maurice Anderson,Operations,75393.42
910,Pamela Turner DVM,HR,138614.35
911,Michael Bradley,Marketing,75615.82
912,Andrew Haynes,Finance,93439.25
913,Matthew Wood,Support,56620.32
914,Julia Ritter,Sales,88291.03
915,Holly Orozco,Finance,63910.08
916,Marcus Rhodes,IT,149214.52
917,Katherine Brown,Research,31517.75
918,Brent Stout,Operations,123888.92
919,Jessica Wilson,Research,145193.05
920,Mia Jackson,Research,39996.21
921,James Brown,HR,78423.07
922,Angelica Valencia,Research,63373.84
923,Jacob Hickman,Support,63778.75
924,Richard Reed,HR,134534.26
925,Randall Davis,Research,139385.46
926,Patricia Adams,IT,85723.63
927,Sarah Martinez,Finance,82630.79
928,John Ortiz,Sales,76067.96
929,Ashley Hanson,HR,90354.54
930,Andre Barber,Operations,95473.97
931,Shannon Fernandez,HR,52084.18
932,Wendy Torres,Operations,54325.22
933,Heather Henderson,HR,67541.25
934,Alexandria Gibson,Operations,59709.82
935,Mark Kemp,Operations,130787.30
936,Monique Roberson,Support,79815.51
937,Megan Thompson,Sales,109025.27
938,Suzanne Kim,Finance,64135.51
939,Linda Cohen,Sales,34789.71
940,Timothy Cook,IT,67728.47
941,Carlos Nichols,Support,110081.52
942,Brandon Carey,HR,81354.89
943,Christina Vaughn,IT,86835.82
944,Christine Mueller,Sales,51224.11
945,Chad Hooper,HR,34870.45
946,Charles Cook,Sales,94526.62
947,Scott Castillo,IT,87588.02
948,Adam Marshall,Marketing,45725.81
949,Melissa Johnson,Research,31137.20
950,Dakota Garcia,Research,114729.90
951,Emily Donaldson,HR,124043.04
952,Lisa Ramirez,Research,132651.44
953,Norman Ford,Sales,49064.84
954,Martin Soto,Research,114170.90
955,Shelly Barrett,Research,79150.21
956,Penny Mcguire,IT,78893.23
957,Sandra Kirk,Research,131292.35
958,Adrienne Perez,Sales,137384.74
959,Jasmine Howard,Marketing,102322.17
960,Kevin Farrell,Marketing,97659.98
961,Patrick Robinson,Operations,144456.79
962,Troy Gutierrez,Marketing,41514.18
963,Tammy West,Finance,55953.99
964,Anthony Jackson,Operations,73329.27
965,Curtis Marks,HR,83456.30
966,Dylan Larson,HR,123526.61
967,Jonathan Robertson,Support,33754.18
968,Amy Walls,HR,137790.06
969,Michael Singleton,Operations,72393.86
970,Adam Rodriguez,Support,44493.28
971,Megan Brown,HR,101126.42
972,Alex Johnson,IT,129865.06
973,Sharon Clark,HR,134468.56
974,Crystal Ferguson,Research,63960.67
975,Stephanie Wilson,IT,141630.03
976,Robin Morris,Finance,120015.54
977,Donald Spencer,Support,66912.77
978,Dr. Emily Robinson,Sales,115941.32
979,Tina Marshall,IT,129908.31
980,Vincent Mendoza,Research,116121.64
981,Brandi Brown,Finance,65219.44
982,Chris Sawyer,Sales,60747.44
983,Joseph Campbell,Marketing,123884.11
984,Vanessa Vasquez,Finance,35370.87
985,Andrew Johnson,Sales,43985.12
986,Daniel Williams,HR,136702.21
987,Matthew Miller,Operations,123048.46
988,Shannon Harvey,Marketing,56738.88
989,Mary Salazar,Research,30507.50
990,Kimberly Thompson,Support,66427.80
991,William Crosby,Operations,103060.40
992,Sabrina Burke,Operations,137959.68
993,Kimberly Clements,Finance,34817.35
994,Jeffrey West,Support,45677.75
995,Danielle White DDS,Operations,66862.99
996,Wesley Davis,Finance,146769.56
997,Jacob Sanders MD,HR,111748.18
998,Regina Colon,HR,95297.95
999,Joyce Smith,Research,112225.81
1000,Grant Ryan,Sales,81560.82
1001,Kelly Terry,Research,114214.06
1002,Miss Alexis Juarez DVM,Support,117128.68
1003,Patricia Lee,Finance,90270.67
1004,Grace Gonzales,HR,42358.24
1005,Casey Clark,IT,83350.91
1006,Jonathan Adams,Finance,111463.45
1007,Angela Shaw,IT,134164.84
1008,Jessica Hatfield,HR,129285.70
1009,Matthew Miller,Operations,57223.64
1010,Ann Lozano,IT,71038.09
1011,Jennifer Butler,Finance,43477.07
1012,Thomas Smith,Research,145035.17
1013,Lee Rios,Research,42039.78
1014,George Zamora,Operations,71641.80
1015,Andrew Franklin,IT,87706.10
1016,Mark Bullock,Support,129158.16
1017,Joshua Fletcher,IT,33758.01
1018,Nathan Kim,Sales,65678.10
1019,Krista Curry,Operations,66701.58
1020,Cody Wells,Support,37875.48
1021,Stacey Miller,Support,61193.02
1022,Benjamin Garrett,Research,38886.30
1023,Tiffany Morales,Research,140810.21
1024,Ann Clark,Marketing,53611.77
1025,Debra Perry,Research,120164.71
1026,John Moreno,Sales,30898.34
1027,Kevin Garcia,Operations,31957.66
1028,Kathleen Stevenson,HR,47221.81
1029,Rita Richardson,Research,108905.25
1030,Kristina Smith,Marketing,92698.72
1031,Mrs. Autumn Arnold,Support,91638.52
1032,Bradley Martinez,Finance,145444.85
1033,Kevin Kennedy,IT,36092.89
1034,Joseph Hernandez,Marketing,56787.08
1035,Kim May,IT,128298.00
1036,Dr. Cynthia Rivera DVM,Finance,37537.96
1037,Virginia Rivera,Research,114880.45
1038,Jessica Miller,HR,74369.47
1039,Michael Jefferson,Support,130182.63
1040,Sandra Richardson,Sales,34489.12
1041,Christopher Lawrence,Research,42401.67
1042,Adriana Harper,Research,134010.94
1043,Shannon Wilson,IT,93797.69
1044,Dr. Randy Ferguson,Operations,147721.11
1045,Nina Wilson,IT,47994.20
1046,Sarah Barrera,Sales,114059.00
1047,Angela Berry,Research,34442.48
1048,Donna Holmes,Finance,118155.16
1049,Kirsten Collins,Research,61821.26
1050,Kristen Strickland,Finance,33245.27
1051,Terri Wilson,Finance,121362.16
1052,Joshua Duke,Sales,91107.84
1053,Rebecca Henderson,Research,55318.71
1054,Laurie Smith,HR,48820.20
1055,Jason Hernandez,Finance,39819.83
1056,Jean Garcia,Research,125144.76
1057,Alexander Donovan,Research,87215.32
1058,Donna Yoder,Marketing,36967.87
1059,Charles Aguilar,Sales,88776.43
1060,Hector Dixon,Support,72169.28
1061,Jillian Arnold,Research,31262.32
1062,Jonathan Lewis,HR,92931.44
1063,Angela Campbell MD,IT,44873.70
1064,Alexis Gonzalez,Sales,40813.40
1065,Amanda Bell,Support,87660.70
1066,Paul Green,IT,44931.58
1067,Eugene Wright,Operations,147423.03
1068,Elizabeth Lynch,Operations,112880.31
1069,Jeffery Anderson,Sales,139009.68
1070,Samantha Russell,Sales,112975.09
1071,Billy Myers,IT,115392.39
1072,Scott Fleming,Support,37738.22
1073,Jessica Chapman,IT,59686.32
1074,Robert Harper,Research,117389.29
1075,Jerry Montoya,IT,109763.08
1076,Michael Mitchell,Support,123366.77
1077,Gina Baker,IT,97914.51
1078,Dr. Emily Abbott,HR,111950.65
1079,Erik Johnson,Finance,57258.27
1080,James Brown,IT,38882.29
1081,Lisa Wilson,IT,65265.47
1082,Jay Cantu,Sales,74285.84
1083,Kimberly Duke,Finance,131997.26
1084,Jacob Beck,Sales,82392.60
1085,Chad Owens,Research,101378.17
1086,Michael Moon,Operations,144531.46
1087,Tony Olson,Support,63091.51
1088,Erika Jennings,HR,113727.20
1089,Sandra Newman,IT,140383.18
1090,Sue Rocha,HR,82955.96
1091,Jonathan Sparks,Marketing,55602.95
1092,Mary Johnson,IT,66462.52
1093,Jennifer Davis,Research,116381.94
1094,Steven Lloyd,IT,132933.57
1095,Taylor Martin,Research,128427.49
1096,Tony Summers,HR,129809.83
1097,Natasha Smith,HR,30904.24
1098,Melanie Sandoval,IT,130988.42
1099,Thomas Bennett,IT,78949.27
1100,Tyler Anderson,Research,40145.82
1101,Darlene Dunn,Finance,104399.02
1102,Dr. Karen Cross MD,IT,101504.67
1103,Michael Thomas,Support,145452.99
1104,David Curtis,Finance,83101.74
1105,Dr. Robert Foley,Sales,38672.63
1106,Stacy Donovan,Finance,61831.02
1107,Jaclyn Cole,Marketing,114593.82
1108,Kevin Madden,Marketing,88019.79
1109,Marcia Jones,Sales,95112.32
1110,Evan Holder,Sales,115042.23
1111,Nicole Lucas,Support,135433.00
1112,Lori Smith,HR,53668.64
1113,Amanda Jones,Research,139437.47
1114,Michael Bond,IT,121767.64
1115,Cody Perez,IT,99650.76
1116,Steven Brown,Operations,95361.85
1117,Matthew Graham,Operations,148634.16
1118,Julia Smith,IT,101839.00
1119,Tina Moore,HR,87423.81
1120,Julie Harrell,Operations,81413.75
1121,Patricia Rodriguez,Support,58190.22
1122,Cindy Williams,Operations,76861.79
1123,Sydney Johnson,Operations,78161.91
1124,Lauren Thompson,Operations,57287.66
1125,Wayne Garcia PhD,Finance,85654.12
1126,Elizabeth Roberts MD,Sales,54396.45
1127,Savannah Padilla,Research,91658.50
1128,David Dunn,Support,125963.39
1129,Tonya Delgado,Support,71384.59
1130,Kevin Bauer,Marketing,134192.78
1131,Raymond Thompson,Support,131224.23
1132,Elizabeth Griffin,Operations,86388.40
1133,Joseph Myers,Marketing,90917.45
1134,Tiffany Ramirez,Research,51933.50
1135,William Palmer,Sales,48009.56
1136,Michael Foster,Finance,66711.36
1137,Mary Hardy,Support,119195.80
1138,Sharon Foster,Operations,117444.74
1139,Thomas Evans,HR,94196.65
1140,Kelly Mahoney,Support,87336.54
1141,Kevin Harrington,Support,85288.57
1142,Manuel Chapman,IT,86406.38
1143,Whitney Browning,Marketing,118672.15
1144,Edward Kim,IT,128107.90
1145,Elizabeth Mcmillan,Marketing,42569.21
1146,William Russell,Research,77653.00
1147,Dr. James Carey Jr.,HR,121844.65
1148,Tamara Stone,IT,130044.53
1149,Jerome Hall,Support,32426.73
1150,Jacob Dudley,Sales,45456.29
1151,Gregory Carr,Marketing,118766.08
1152,Sara Robbins,IT,119254.77
1153,Eric Anderson,Marketing,69468.16
1154,John Bishop,Research,143641.36
1155,Lisa King,Marketing,149271.13
1156,Mary Rose,Finance,33318.04
1157,Tyler Byrd,Operations,64930.77
1158,Amy Kennedy,HR,110594.35
1159,Mr. Nicholas Perez III,HR,64299.30
1160,Stephanie Anderson,IT,120559.96
1161,Julia Owen,Sales,72358.14
1162,Thomas Dixon,IT,43564.95
1163,Christopher Andrews,Support,124984.14
1164,Brianna Alvarez,Support,40478.08
1165,Mr. Ryan Carter,Finance,105227.24
1166,Gordon Moran,Finance,116379.36
1167,Erin Gibbs,Support,68171.20
1168,Karen Bennett,HR,113279.73
1169,Aaron Washington,Sales,68218.50
1170,Benjamin Schneider,Support,62245.84
1171,Mark Walker,Finance,89419.54
1172,Lisa Collins,Support,65221.59
1173,Daniel Scott,IT,121777.32
1174,Anthony Brown,Support,129417.58
1175,Andrew Bennett,Research,86818.43
1176,Danielle Chandler,Marketing,92675.11
1177,Donald Peterson,Support,90846.98
1178,Steven Bradley,Operations,92910.74
1179,Andrea Drake,HR,40119.62
1180,Darren Richards,HR,60754.61
1181,Traci Watson,HR,46067.95
1182,Eric Phillips,Operations,107387.91
1183,Richard Patterson,Operations,121257.04
1184,Patricia Johnson,Operations,56002.73
1185,Sheri Mullen,IT,132871.29
1186,Dawn Berry,Marketing,116505.49
1187,Mercedes Frye,Support,148806.20
1188,Heather Miller,IT,60372.43
1189,Brittany Adams,Support,111964.67
1190,Jason Fleming,IT,35261.77
1191,Brett Wilson,Operations,140525.16
1192,Charles Boyle,Finance,48577.11
1193,Kenneth Burns,Sales,42655.46
1194,Dustin Hernandez,Finance,42147.11
1195,Jennifer Cordova,Research,30447.66
1196,Kyle Torres,HR,126860.91
1197,Misty Ewing,Operations,58700.99
1198,Steve Green,Support,125648.96
1199,Joshua Griffin,Finance,54902.84
1200,Matthew Wood,Research,50198.53
1201,Justin Trujillo,Finance,51321.47
1202,Mary Snyder,Marketing,101572.62
1203,Elizabeth Blake,Sales,93213.87
1204,Christopher Williams,Operations,52917.28
1205,Christopher Carroll,Marketing,55795.52
1206,Gina Gross,Operations,53871.41
1207,Mrs. Misty Hughes DDS,Sales,66938.92
1208,Crystal Pratt,Operations,64069.92
1209,Olivia Navarro,Sales,56885.90
1210,Dean Farmer,Sales,99947.08
1211,Frederick Hunt,Sales,86556.00
1212,Jennifer Franco,IT,137905.29
1213,Stephanie Brooks,Finance,57336.69
1214,David Rodriguez,Operations,98416.23
1215,Michelle Cooper,Sales,140715.35
1216,Benjamin Barker,Operations,89400.13
1217,Isaiah Martinez,Support,43161.35
1218,Christopher Gates,Operations,134673.49
1219,Adam Lopez,HR,58677.64
1220,Jasmine Murphy,HR,134608.97
1221,Jim Wright,Operations,67180.77
1222,Rebecca Lin,IT,121028.06
1223,David Morgan,Marketing,54695.49
1224,Lisa Walton,Marketing,35955.26
1225,Steven Hansen,HR,53512.18
1226,Selena Anderson,HR,114052.08
1227,Nicholas Manning,HR,139610.63
1228,Steven Wagner,Research,81169.52
1229,Willie Rosario,Finance,85890.06
1230,Pamela Woods,Finance,126844.69
1231,Nathan Wang,Support,81475.14
1232,Carly Griffith,Finance,119454.20
1233,Geoffrey Lee,Finance,134787.74
1234,Colin Wilson,Finance,74604.93
1235,David Riley,Finance,39710.01
1236,Mary Cordova,HR,79072.53
1237,Jerry Mann,Finance,108610.25
1238,Christopher Nelson,Research,82034.47
1239,Joshua Snow,Finance,113913.35
1240,Anthony Lucas,Finance,143984.79
1241,Kimberly Townsend,Sales,147046.46
1242,Christopher Price,Support,89115.93
1243,Michele Baxter,Operations,134499.35
1244,Christina Burns,Marketing,35167.65
1245,Jonathon Hernandez,Research,147140.01
1246,Robin Holloway,Sales,47389.83
1247,Nicholas Bates,HR,97298.09
1248,Kimberly Miller,Operations,135914.45
1249,Edward Elliott,Operations,49376.85
1250,Amanda Graves,Support,35905.53
1251,Jeff Barrett,Marketing,143272.80
1252,Amy Rivera,Support,102800.81
1253,Rachael Perez,HR,114381.07
1254,April Barker,Research,109489.77
1255,Brenda Guerra,HR,44007.74
1256,Steven Duncan,Research,89610.91
1257,Miranda Wade,Finance,73204.52
1258,Joan Anderson,Finance,148007.84
1259,Carrie Price,Sales,117689.76
1260,Raven Fowler,HR,59441.78
1261,Emily Allen,Marketing,112013.14
1262,Connie Johnson,HR,41787.49
1263,Maria Cameron,IT,39382.05
1264,Pamela Baker,Sales,70067.45
1265,Erica Jones,IT,146799.32
1266,Nicholas Smith,HR,132228.53
1267,Amy Tyler,Operations,46930.16
1268,Angel Mckinney,Finance,43472.19
1269,Andrew Johnson,Sales,86016.67
1270,Travis Williams,HR,109473.96
1271,Gregory Coleman,HR,143839.99
1272,Jason Fernandez,Marketing,146784.82
1273,Dawn Young,IT,118379.14
1274,Katie White,Operations,126506.52
1275,Adrian Simmons,Sales,81623.04
1276,Lori Willis,Research,99148.93
1277,Kevin Garza,Finance,55917.37
1278,Mark Armstrong,Support,101598.62
1279,Douglas Thomas,Operations,92576.20
